ID,Doc,Labels
#2111,"Nồi hấp lúc nào cũng đầy, nhưng thật ra hk phải do bán ế đâu nha =)) nhìn zậy chứ được châm đầy liên tục đó, đông khách là có khi phải đợi hấp nóng hơi lâu đó nha","['{RESTAURANT#GENERAL, positive}']"
#2112,"Nói hỗng chê chứ đồ ăn thì cũng gọi là tạm được mà thái độ phục vụ tệ quá. Quán thì lớn mà chỉ có mỗi cái menu đợi mệt chết. Hôm bữa mình với bạn mình order thì nhân viên không nghe. Kêu mấy lần mới quay qua dạ chị, chưa kịp mở miệng đã thấy quay sang chỗ khác. Đâu phait ít nhân viên đâu mà làm ăn ngộ vậy. Duy một điểm ok là không gian rộng,ngồi thoải mái. Mình chỉ ăn có mỗi phần đó nên không biết mấy món khác thế nào chứ món này hơi nhỏ so với ảnh. Gà ăn vào thì hơi nghe mùi chắc do cuối ngày.","['{FOOD#QUALITY, neutral}', '{SERVICE#GENERAL, negative}', '{AMBIENCE#GENERAL, positive}']"
#2113,"Nồi lẩu 150k hơi bị chất lượng, tôm mực đầy đặn. Gọi thêm phần nấm ăn thêm nữa là no kềnh. Nước lẩu dễ ăn, nhưng với mình thì hơi ngọt.Không gian quán kiểu vỉa hè, mưa có bạt che khá xịn không lo bị tạt ướt. Gửi xe free ở phía đối điện chếch lên trên một tẹo.","['{FOOD#PRICES, positive}', '{FOOD#QUALITY, positive}', '{AMBIENCE#GENERAL, neutral}', '{RESTAURANT#MISCELLANEOUS, positive}']"
#2114,Nồi lẩu bé bé xinh xinh đủ cho 4 mem nhậu nhaaaaa !!! Nước dùng siêu ngon luôn 😘😘😘,"['{FOOD#QUALITY, positive}']"
#2115,"Nồi lẩu đầy ắp như này giá 180k, đủ để 3 người ăn no luôn. Bắp bò hơi ít, bù lại cái chả cây ngon dã man, ghiền nhất món chả này trong cả nồi lẩu! Kinh nghiệm là không nên cho hết chén riêu cua vào nồi lẩu mà nên để bên ngoài, khi ăn thì múc cho trực tiếp vào chén của mình luôn, vì lần nào ăn xong cũng còn dư cả nồi nước siêu béo siêu bổ mà không còn bụng để húp nữa :'( bỏ uổng muốn chết :'(","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, positive}', '{FOOD#QUALITY, positive}']"
#2116,"Nồi lẩu dê nghi ngút khói, trực tào ra. Nước lẩu khá thơm, thanh, ko biết có hầm thuốc gì trong này hok.Dê thì dê thiệt, mùi dê nồng lắm. 1 nồi cho cũng khá là nhiều. Thích nhất ăn khoai sọ, bùi bùi.Quán này giá hơi cao, chắc là do dê thiệt.2 người tầm 250k trở lên nha.@Vy Nguyễn","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, neutral}']"
#2117,"Nồi lẩu to thơm phức siêu hấp dẫn. Rau thơm, lá giang, nước lẩu chua chua cay cay ngon cực kì. Cá kèo quá trời, cá tươi và ngọt thịt ăn rất đã. Xương mềm rục nên koSợ mắc xương. Bún tươi, ko bị chua. Rau giá tươi xanh hấp dẫn. Không gian quán thoáng mát, sáng sủa. Nhân viên pv hơi chậm.","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{AMBIENCE#GENERAL, positive}', '{SERVICE#GENERAL, negative}']"
#2118,Nói thật vịt nướng ở đây là ngon nhất đấy,"['{FOOD#QUALITY, positive}']"
#2119,"Nói tới món Huế ai chưa ăn bún hến là không được nha !! Con hến bé tí tẹo làm mình ăn không đã gì hết ah 😭😭 trong 1 tô bún có hến, hành phi, đậu phộng, da heo chiên, và rau được để dưới bún. Ai ăn không quen sẽ khoa ăn hến đấy, nó có cái mùi gì đó mình cũng không biết tả sao nữa :( nhưng cũng không tới nỗi khó ăn đâu. Món này ăn kèm với nước mắm. Giá bún hến lúc nào cũng rẻ. Trung bình 2 người thì tầm 60k thôi","['{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}']"
#2120,"Nộm nêm vừa phải, giòn, ngọt, ăn rất lạ.","['{FOOD#QUALITY, positive}']"
#2121,"Nộm ngon tuyệt, bánh bột lọc tạm đc, giá cả hơi mắc do đây là quán nổi tiếng lâu đời và lại nhiều khách du lịch.","['{FOOD#QUALITY, positive}', '{FOOD#PRICES, negative}', '{RESTAURANT#GENERAL, positive}']"
#2122,"Nóng sốt. Nhân viên bưng ra mà mỡ bắn xèo xèo.😂😂😂... Bạn nào hay check in thì coi chừng mỡ bắn vào đt!!Nhắc nhiều tới mỡ vì thật tình là rất nhiều mỡ. Ai đang bị mỡ máu, khó tiêu thì ko nên ăn.Cho 4/10 điểm. Lần sau ko ăn món này nữa.","['{FOOD#STYLE&OPTIONS, neutral}', '{FOOD#QUALITY, neutral}']"
#2123,"Nửa con mà 3 ng ăn mãi mới hết. Thích nước chấm ở đây, nói chung là ok. Mỗi tội điểm trừ là đũa bẩn 😐","['{FOOD#QUALITY, positive}', '{RESTAURANT#GENERAL, positive}', '{RESTAURANT#MISCELLANEOUS, negative}']"
#2124,"Nui ăn cũng bình thường, thịt bò thấy hơi dai xíu nhưng nêm vừa miệng. Được cái là ở đây menu phong phú từ ăn vặt tới ăn no thích hợp cho mọi lứa tuổi. Quán rộng thoải mái mát mẻ, nhân vien phục vụ và nhân viên giữ xe chả thân thiện tí nào, không thích cho lắm. Giá cả khá bình dân, 2 bạn ăn khoảng 40-100k thôi.","['{FOOD#QUALITY, neutral}', '{FOOD#STYLE&OPTIONS, positive}', '{AMBIENCE#GENERAL, positive}', '{SERVICE#GENERAL, negative}', '{FOOD#PRICES, positive}']"
#2125,Nui xào - món ăn ngon miệng cho cả người lớn lẫn trẻ nhỏ. Nước sốt dùng để xào mang hương vị khác biệt.,"['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#2126,"Nước bò kho sệt, mùi vị thơm, đậm đà, vị hồi rất rõ, khoai và cà rốt nấu mềm vừa ăn, thịt bò miếng to, nạc nhiều, hầm mềm dễ ăn. Nước bò kho chấm bánh mì ăn tuyệt zời luôn :p Tiệm nhìn cũng sang trọng, phục vụ nhanh nhiệt tình","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{AMBIENCE#GENERAL, positive}', '{SERVICE#GENERAL, positive}']"
#2127,Nước chấm me ngon hấp dẫn 😍😍,"['{FOOD#QUALITY, positive}']"
#2128,"Nước chấm ngon, chỗ ngồi sạch sẽ, chủ quán chiều khách 👍","['{FOOD#QUALITY, positive}', '{AMBIENCE#GENERAL, positive}', '{SERVICE#GENERAL, positive}']"
#2129,"Nước chấm ở đây ngon , nhất là tương ớt. Không giống với tương chấm bên lotteria hay kfc 😁 Mình thích nhất ở đây là khoai tây rất dầy và không nhiều dầu như lotteria , miếng gà cũng không có nhiều bột và nhiều mỡ . Và điều thích nhất vẫn là nước uống rót thoải mái , muốn uống bao nhiêu cũng được 😋 Uống xong rót thêm li và bỏ bịch đem về cũng đc. Giá chỉ cao hơn lotteria chừng 10-20k nhưng chất lượng hơn hẳn. Có điều không phong phú như lotteria","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, neutral}', '{DRINKS#STYLE&OPTIONS, positive}', '{FOOD#PRICES, neutral}']"
#2130,"Nước chấm phở ngon, lạ miệng. Ăn không bị ngán, bánh phở mềm mịn 😁 giá cả cũng sinh viên chứ không có đắt so với mặt bằng 😅 Ăn phở ngán rồi thì đổi kiểu này cũng lạ lắm, còn có phở xào phở truyền thống, đủ các kiểu...","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, positive}']"
#2131,"Nước chấm rất ngon, bạn mình bảo hơi ngọt nhưng mình thấy ok lắm. Bánh tráng trứng hay opla đều ok, ăn bánh ko sẽ rất bình thường, nên nhất định phải ăn với nước chấm. Còn gan rim thì bình thường, hơi ngọt, ăn với xoài. Mình thấy ko ấn tượng lắm, để ăn xoài mắm với ổi xí muội ok hơn nhiều nha. Giá rẻ, thêm ly nước mía 5k, chè thì 10k. Ai đói làm tô bún bò hay bánh canh 25k là bao no luôn hehe ^^.","['{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}', '{DRINKS#PRICES, neutral}']"
#2132,Nước dùng chua chua ngọt ngọttt,"['{FOOD#QUALITY, positive}']"
#2133,"Nước dùng chuẩn kiểu lẩu thái luôn các mẹ ạ:)) cay và màu đẹp mắt hơn quán ở Ngũ Xã nha. Mẹ nào ăn bún hải sản ở Ngũ Xã rồi sẽ thấy cũng một 9 một 10 đấy ạ. Mỗi tội ở đấy thiếu đậu chiên hoyyyy. Mở cửa từ 7r sáng nha, hôm đó em đến ăn sáng đó xịnnn hông he he","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{RESTAURANT#GENERAL, positive}', '{RESTAURANT#MISCELLANEOUS, positive}']"
#2134,"Nước dùng có vẻ hơi ngọt xíu, một tô nhìn khá là đầy đặn, rau ăn kèm tươi, ăn khá ngon.Quán thoáng mát, nhìn sạch sẽ, hợp vệ sinh. Phục vụ thân thiện với khách hàng làm mình khá hài lòng.Một tô giá 45k, trung bình 2 bạn chi khoảng 100k là đủ rồi.Credit: @Nấm H.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{AMBIENCE#GENERAL, positive}', '{SERVICE#GENERAL, positive}', '{FOOD#PRICES, neutral}']"
#2135,"Nước dùng hơi mặn, ít đồ ăn hơn vì là ramen giá thấp nhất ở đó. Mình thích ăn ramen review trước hơn.","['{FOOD#QUALITY, neutral}', '{FOOD#STYLE&OPTIONS, neutral}']"
#2136,"Nước dùng ngọt , thơm thơm . Ns chung là ngon","['{FOOD#QUALITY, positive}']"
#2137,"Nước dùng ngọt, mì ngon, gọi cái làm ăn luôn, nhìn quán là biết kiểu bán mì gia truyền rồi. Ăn xong chỉ nghĩ đc 2chữ tuyệt vời :)) mình gọi thêm quẩy và cả tôm. Cơ mà lần sau nếu mà có đc hỏi có ăn tôm k thì mình sẽ bảo k vì có tôm thì sẽ là 40k mình tưởng đc nhiều cơ hóa ra đc hẳn 1 con :))))) suy ra con tôm đấy giá 10k 😂 bát bt có 30k thôi ý","['{FOOD#QUALITY, positive}', '{SERVICE#GENERAL, positive}', '{RESTAURANT#GENERAL, positive}', '{FOOD#PRICES, neutral}']"
#2138,"Nước dùng trong ngọt, không cho mì chính. Xin thêm tý mắm thần thánh vào siêu ngon luôn. Măng tươi giòn rụm, tiết ăn xốp mềm. Thịt ngan chặt miếng vừa ăn, chắc thịt và không bị hôi.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#2139,"Nước dùng vừa miệng lắm nhé, bún cũng nhiều, ăn một tô xong cũng no ứ hự luôn.Ở đây phục vụ cũng khá nhiều loại bún. Quán xá nhìn sạch sẽ, thoáng mát, nhân viên phục vuj tốt, chưa có gì phải phàn nàn.Một tô bún giá 56k nhé, trung bình cho 2 bạn khoảng 120k.Credit: @Nguyễn Ngọc Vân An","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{AMBIENCE#GENERAL, positive}', '{SERVICE#GENERAL, positive}', '{FOOD#PRICES, neutral}']"
#2140,"Nước lẩu 2 loại đều ngon. Rất đậm đà, ăn mà ghiền. Lần đầu đi ăn lẩu 2 đứa húp gần hết nồi nước. Nấm đầy đặn dòn sựt sựt ta nói vớt ăn hết k còn 1 cọng. Haha. Tôm to. Đặt hotdeal cả lẩu và há cảo 140k thôi. Nước thì 20k/ người.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, positive}', '{DRINKS#PRICES, neutral}']"
#2141,"Nước lẩu là kimchi ăn cùng với hào . Ăn lạ lạ nhưng cũng ngon lắm . Quán hơi đông nên mỗi lần kêu phục vụ cũng hơi phiền vì nhân viên lúc nào cũng bận rộn . Nhưng phục vụ rất dễ thương . Vì tại quán đông quá nên cũng thông cảm .Nước sâm bông cúc thì hay hết sớm , lần nào mình đi tầm 7h mấy cũng hết cả . Uống thử bia trái cây ở đây cũng lạ lạ .","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{RESTAURANT#GENERAL, positive}', '{SERVICE#GENERAL, positive}', '{DRINKS#STYLE&OPTIONS, positive}']"
#2142,Nước lẩu nêm nếm vừa miệng ngoài ra không có gì đặc sắc,"['{FOOD#QUALITY, neutral}']"
#2143,"Nước lẩu ngon, xiên que tự chọn. Nhân viên nhiệt tình, quán rất đông khách","['{FOOD#QUALITY, positive}', '{SERVICE#GENERAL, positive}', '{RESTAURANT#GENERAL, positive}']"
#2144,Nước lẩu ngon. Nv nhiệt tìnhNhưng giá lên ngày tết qá mắc. 18k/xien. Ăn 19 xiên hết 342k. Lên cho hợp lí để còn ghé ăn nữa lên kiểu này hết dám ghé đã vậy còn k tặng nước ngọt. Ăn thêm 2 dĩa bún vs rau tc 492kĂn nhìu ở đây rồi riêng lần này dắt bạn theo ăn đều ngao ngán :((((,"['{FOOD#QUALITY, positive}', '{SERVICE#GENERAL, positive}', '{FOOD#PRICES, negative}', '{RESTAURANT#GENERAL, negative}']"
#2145,"Nước lẩu rất vừa miệng, phần này nhiều lắm, tầm 3 người ăn no. Thịt sụn và giò tai ăn như ngoài Hà Nội vậy, nghĩ lại có thêm chút quẩy giòn nữa là bao ngon luôn ýyy :)","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#2146,"Nước lèo bún rất thơm, cơ mà chắc do mình ăn mắm thấy ngon nên không nagị chứ bạn nào sợ ăn mắm thì cẩn thận nghen, mùi nó y như mùi lẩu mắm hay bún mắm vây đó","['{FOOD#QUALITY, positive}']"
#2147,"Nước lèo đậm đà, thơm, béo rất tuyệt. Thịt heo mỡ hơi nhiều nhưng rất ngon. Trứng luộc bên trong còn hơi lỏng rất ngon. Rau và bắp tươi, ngọt và khá nhiều. Sợi mì dai, một tô cho khá nhiều. Món này ngon tuyệt vời nhg giá lại cao quá. Nhân viên pv rất tốt, nc nhỏ nhẹ, dạ thưa đàng hoàng.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, negative}', '{SERVICE#GENERAL, positive}']"
#2148,"Nước lèo khá lạ và ngon, tuy nhiên mình thấy không hấp dẫn lắm. Quán sạch sẽ nhưng bí và rất nóng. Hôm mình tới quán không bật máy lạnh nên nóng rất nóng luôn. Chỉ ăn thử cho biết thôi chứ không có ý định ghé lại","['{FOOD#QUALITY, neutral}', '{AMBIENCE#GENERAL, neutral}', '{RESTAURANT#GENERAL, negative}']"
#2149,"Nước lèo ngon, nấu thanh, không bị gắt, không bị quá sệt, thịt cua tươi ăn không bị tanh, cục chả cua siêu bự ăn ngon, tôm thì được 2 con ăn ngọt, tươi. Giò heo là giò khoang vừa có da vừa có gân ăn ngon lắm. Đặc biệt quán có nước chấm muối ớt xanh rất ngon không quá cay như một số chỗ khác. Tóm lại mình khẩu vị hơi kén chọn nhưng khá hài lòng với bánh canh ở đây.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{RESTAURANT#GENERAL, positive}']"
#2150,"Nước lèo tuyệt vời, húp tới giọt cuối cùng luôn.....Thịt bò ăn không bị ngán chút nào....Ăn chung với rau ăn kèm. Cho tí ớt vào chén mắm nêm, thiệt là bá cháy bọ chét....choáMình thấy ăn kèm với bún ngon hơn là ăn chung với mì gói... 😘😍","['{FOOD#QUALITY, positive}']"
#2151,"Nước mắm ở đây vừa miệng, hợp khẩu vị của mình nên rất ưng. Cho thêm xíu ớt cay nữa là bao ngon luôn rồi 😌","['{FOOD#QUALITY, positive}']"
#2152,"Nước mì chua chua, cay cay. Sợi mỳ dai dai, đồ ăn cũng khá khá ^^ Nói chung là ok lắm :)","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{RESTAURANT#GENERAL, positive}']"
#2153,"Nước mía miền Tây 18k 1 ly. Wá trời topping luôn àh :v rau câu nà, trái cây nà, đậu phộng nà ăn ứ hự luôn hen. Lần đầu uống nước mía kiểu này thấy lạ ghê :3 nước mía thơm và không bị ngọt gắt, pha vừa uống rùi.","['{DRINKS#PRICES, neutral}', '{DRINKS#STYLE&OPTIONS, positive}', '{DRINKS#QUALITY, positive}']"
#2154,Nước ngọt ngon ốc nhiều vô đối mỗi lần ăn là phải chén hết sạch cả nước 😍,"['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#2155,"Nước ngọt và xương rất to, một bát rất vừa đủ no cho 3 bữa 🍜🍜","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#2156,"Nước phở ở đây khá ngon không nước mắm hay mì chính mình thấy khá chuẩn, điểm trừ 1 tẹo là thịt tái trần hơi kĩ, hình thức bát phở trình bày lúc bưng ra hơi lộn xộn còn đâu thịt với bánh phở khá ngon","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, negative}']"
#2157,"Nước phở ở đây trong, khá đậm đà, thịt không nhiều lắm nhưng nói chung ăn cũng ok.Nhân viên ở đây có vẻ hơi lừ đừ, không gian rộng, khá mát, khách ở đây không đông cho lắm.Một tô phở giá khoảng 70k, trung bình 2 bạn ăn chi khoảng 140k nhé.Credit: @まあぼ","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, neutral}', '{SERVICE#GENERAL, negative}', '{AMBIENCE#GENERAL, positive}', '{RESTAURANT#GENERAL, neutral}', '{FOOD#PRICES, neutral}']"
#2158,"Nước sốt ở đây hơi nhạt so với mình, nhưng thêm tương ớt vào thì vừa miệng. 1 suất đầy đủ no bụng. Tối làm 1 chảo thế này về là ngủ ngon luôn ạ :#3","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#2159,"Nước sốt và pate khá ổn. Quán rộng rãi, có wifi điều hoà chạy phè phè. Rổ giá ok 28k/1 chảo, đồ uống loanh quoanh 8-10k","['{FOOD#QUALITY, positive}', '{AMBIENCE#GENERAL, positive}', '{RESTAURANT#MISCELLANEOUS, positive}', '{FOOD#PRICES, positive}', '{DRINKS#PRICES, positive}']"
#2160,nước sốt vừa miệng.  xá xíu là quán tự làm nên đem ra nóng hổi ahihi. trà đào hơi lạc nhưng cũg OK.  cho điểm 9 kk,"['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{DRINKS#QUALITY, positive}', '{RESTAURANT#GENERAL, positive}']"
#2161,"Nước súp nóng hổi thanh vị cá, thơm sữa. Nguyên liệu đi kèm là cá chẽm nấu và vài lát cá chẽm chiên giòn, có rau và cà chua. Món lạ và ngon miệng. Dinh dưỡng khỏi bàn nhé!","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#2162,"Nước trà sữa cũng như những chỗ khác, hok có gì ddặc biệt hihi. Tôi uống cảm thấy sao nói vậy hoy.","['{DRINKS#QUALITY, neutral}']"
#2163,"Nước trái cây dành cho trẻ em được người tình lý tưởng giấu mặt giấu tên tóc xoăn vừa mập vừa lùn gặp một lần rồi thôi mua cho, uống cũng được, đầy mùi hóa học, như nước và hương liệu trên bao bì có ghi vitamin a b c gì đó , vs bao bì cute tưởng cho con nít heo thì nên uống ai ngờ @@, thiết kế miệng chai ik như chai nước rửa chén lun,  cầm chai mút mút gặm gặm một hồi khó uống vl , có cảm giác như đang uống 1 chai nước rửa chén đích thực =.="" ko biết bọn con nít nó uống sao chứ mình mở cái nắp chai vớ vẩn ấy ra và uống 1 lần lun :|","['{DRINKS#QUALITY, negative}', '{DRINKS#STYLE&OPTIONS, negative}']"
#2164,"Nước trong nhưng không đậm đà lắm, phục vụ nhanh, mực tươi và nhiều, có phần chú thích các tác dụng của mực khá thú vị","['{FOOD#QUALITY, neutral}', '{SERVICE#GENERAL, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#2165,"Nướng kiêu này lạ đỡ độc va cháy như nướng trực tiếp với than , đi kèm theo rau sống va bún để cuốn. Từ 30-60k/đĩa","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, neutral}']"
#2166,Nướng ở đây ngon và rẻ đầy đặn mình ăn ở đây 5 mạng gọi 6 đĩa ( bò - nầm - dạ dày - ba chỉ - sụn - mực ) 2 chai rượu lai rai hết có 550k Lẩu ở đây có lẩu ếch - lẩu thái - riêu cua sườn sụn giá 250-300/1 nồi 4 người ăn rất đầy đặn thêm tí bia hoặc rượu nữa cũng chỉ tầm hết 450k thôi :)) Do quán ở gần đê sông hồng nên khá vắng do ít người khai quật khám phá nên mới thấy ăn ở đây khá rẻ phục vụ chu đáo nữa,"['{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{LOCATION#GENERAL, negative}', '{RESTAURANT#PRICES, positive}', '{SERVICE#GENERAL, positive}']"
#2167,"Ở  đây bún đậu tính theo đầu người nha, ngon nhất là chả cốm.Không được trong mẹt mà đựng trong dĩa, còn bàn ghế tre dân dã nên khá thích. Ở đây xài thịt ba rọi hơi chán. Bún lá ép chặt, cho nhiều, rau hơi ít, ko biết xin thêm có tính tiền không. Còn chả cốm siêu ngon rồi.2 người tầm 150k là đủ.@Phương phạm","['{FOOD#QUALITY, neutral}', '{FOOD#STYLE&OPTIONS, positive}', '{AMBIENCE#GENERAL, positive}', '{FOOD#PRICES, neutral}']"
#2168,"Ở có món đặc biệt là heo tộc bảy món minh thấy lạ nên gọi thử. Lúc mang ra một mẹt to đùng đủ thứ món luôn. Phần heo tộc gồm cháo đậu xanh nấu nhừ đặc sánh, xôi nếp nướng dẻo thơm nhưng hơi khô, thịt heo nướng ngon ướp đậm, lòng dồi nhiều chất lượng, thịt hấp không quá mỡ ngon ăn không sợ ngán. Đặc biệt tô canh xương nấu măng nước dùng ninh trong đậm đà xương heo ngon tiếc là nhựa mân mình ăn không được cho lắm nhưng mấy đứa bạn mình bảo vị cũng ok lắm.","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}']"
#2169,"Ở đây bán nhiều loại bánh như bánh ram ít bánh bèo chén bánh nậm bánh bột lọc.. Vì mình thèm nhiều thứ nên gọi 1 đĩa thập cẩm..ăn khá vừa miệng giá cả hợp lí đồng giá 20k/d hết nheee ăn nhẹ vừa bụng là ok luôn.. Mình thích kiểu bánh bèo có tôm khô ở trên hơn là sốt nhân,sốt nhân hơi bị ngấy,ở trên có tóp mỡ nữa ăn rất thích hehe..phục vụ nhanhĐịa chỉ: 131 Cô Bắc q1,nằm ngay góc của 1 ngã tư nhỏ ☺️☺️","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}', '{SERVICE#GENERAL, positive}', '{LOCATION#GENERAL, positive}']"
#2170,"Ở đây bán rất lâu rồi nhưng hương vị ít thay đổi. Nước lèo béo béo vừa ăn, thịt mềm, bánh phở và miếng không bị bở ăn không ngán, rau tươi sạch. Vào gọi tô phở tái nạm cùng tô miếng gà ( cho nhỏ em) cùng 2 chén trứng, cảm giác thật tuyệt vời rất ngon, ăn căng cả bụng. Giá tất cả 90k khá rẽ . Nhân viên phục vụ nhanh nhẹn, có bảo vệ giữ xe khá nhiệt tình dắt xe ra vào dùm khách.","['{RESTAURANT#GENERAL, positive}', '{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, positive}', '{SERVICE#GENERAL, positive}']"
#2171,"Ở đây bò rất ngon, ko ăn uổng lắm nha.Mình gọi bò mexico, thấy nó cũng giống với bò satê, mà thôi gọi mexico vẫn thấy ngon hơn. Ko cay lắm đâu nha, ăn kèm với rau muống hoặc đậu bắp nướng luôn. Mình tự nướng, ăn ngon hơn, nướng bếp ga ko sợ khói bay mịt mù. Lẩu rẻ ăn tạm.2 người ở đây tầm 200k trở lên, giá hơi tăng nhg vẫn rẻ.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, positive}']"
#2172,"Ở đây bún mọc bao ngon nhaaaa. Nước lèo thanh, có thịt bằm, thịt heo nấu mềm, các loại chả thì dai dai, đậm vị. Ở quận 1 nhưng giá cũng ok lắm. Tô này là tô lớn, đầy đủ giá 55k. Quán hơi nhỏ, lại đông nên hơi nóng. Dù đông thế nhưng phục vụ rất nhanh, vừa kêu đã có ngay. Ăn rồi vẫn còn thấy thèm T_T","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{LOCATION#GENERAL, positive}', '{FOOD#PRICES, positive}', '{AMBIENCE#GENERAL, neutral}', '{SERVICE#GENERAL, positive}']"
#2173,"Ở đây chuyên về bò, ngon nhất mình thấy là bò né.Gọi 1 phần thập cẩm mang ra khá là hấp dẫn.Thịt bò cắt lát, xào với cũ hành, có xíu mại nhg ko nogn lắm. Khoai tây hơi ít chút.Quán này sạch sẽ dù món này vốn dĩ dầu mỡ.2 người tầm 120k nha.@Julie Kiều","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, neutral}', '{AMBIENCE#GENERAL, positive}', '{RESTAURANT#PRICES, neutral}']"
#2174,"Ở đây có 3 loại: mì hải sản (39k), mì bò (39k) và mì Larva (49k). Nên gọi đặt bàn trước để khỏi mất công chờ sốt ruột 😓.Mì larva là mì thập cẩm (có cả hsan và bò) có cá viên, tôm, mực, trứng, xúc xích, bò bonus cả 1 miếng bông cải bé bé xinh xinh.Nói chung là mì cũng ngon, mà gọi cấp độ 4 ăn mấy miếng là mắt rưng rưng nước r, ăn đc nửa tô thì chảy nc mũi luôn :)).Hơi chán 1 tí là miếng mực k tươi, ăn kì lắm 😒","['{FOOD#PRICES, neutral}', '{FOOD#QUALITY, neutral}']"
#2175,"Ở đây có bánh bột lọc giống hồi nhỏ mình hay ăn nè, bị ghiền món này,Bánh bột lọc ko quá to, bột bánh dai, dù ko trong nhưng rất ngon. Con tôm bên trong nhỏ, hình như có rim qua, ăn thơm và thích lắm. Ở đây có bánh canh cũng ngon.2 người tầm 80k là ổn.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, neutral}']"
#2176,"Ở đây có bánh canh ghẹ rỉa sẳn thịt hoặc ghẹ nguyên con. Tô ghẹ nguyên con 50k tô siêu bự nhé,có thêm Chả bò và huyết. Ghẹ tươi chắc và ngọt thịt, nước lèo đậm đà vừa miệng.Không gian rộng rãi thoáng mát vô cùng. Mình đi giữa tuần mà quán đông lắm, nhân viên phục vụ nhanh nhẹn nhiệt tình, gửi xe miễn phí lại để xe trong nhà nên càng yên tâm","['{FOOD#QUALITY, positive}', '{FOOD#PRICES, neutral}', '{FOOD#STYLE&OPTIONS, positive}', '{AMBIENCE#GENERAL, positive}', '{RESTAURANT#GENERAL, positive}', '{SERVICE#GENERAL, positive}', '{RESTAURANT#MISCELLANEOUS, positive}']"
#2177,"Ở đây có cả miến trộn và nước. Ăn miếng nào ra miếng đây luôn nhé mà giá còn rẻ nữa. Ai ăn khoẻ thì ăn xong một bát thì vẫn còn sức ăn thêm nửa bát nữa nhưng thôi giá rẻ thì cũng không nhiều lắm. Quán đối diện bên đường trường tiểu học Chu Văn An, Thuỵ Khuê, Hà Nội.","['{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}', '{LOCATION#GENERAL, neutral}']"
